t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy
5.9409,132.6,133.8,0,0,0,0,3,606,366
5.9931,132.6,133.8,0,0,0,0,3,605,369
6.0486,132.6,133.8,0,0,0,0,3,608,367
6.1019,132.6,133.8,0,0,0,0,3,607,368
6.1571,132.6,133.8,0,0,0,0,3,607,366
6.2115,132.6,133.8,0,0,0,0,3,611,361
6.2663,132.6,133.8,0,0,0,0,3,608,371
6.3205,132.6,133.8,0,0,0,0,3,610,370
6.375,132.6,133.8,0,0,0,0,3,614,374
6.4272,132.6,133.8,0,0,0,0,3,622,370
6.4798,132.6,133.8,0,0,0,0,3,621,368
6.532,132.6,133.8,0,0,0,0,3,623,369
6.5868,132.6,133.8,0,0,0,0,3,627,363
6.6416,132.6,133.8,0,0,0,0,3,626,366
6.6929,132.6,133.8,0,0,0,0,3,628,373
6.7459,132.6,133.8,0,0,0,0,3,632,374
6.7994,132.6,133.8,0,0,0,0,3,634,376
6.8543,132.6,133.8,0,0,0,0,3,638,372
6.9073,132.6,133.8,0,0,0,0,3,640,369
6.96,132.6,133.8,0,0,0,0,3,646,376
7.0124,132.6,133.8,0,0,0,0,3,650,371
7.0631,132.6,133.8,0,0,0,0,3,654,368
7.1147,132.6,133.8,0,0,0,0,3,660,382
7.167,132.6,133.8,0,0,0,0,3,663,378
7.2233,132.6,133.8,0,0,0,0,3,665,382
7.2762,132.6,133.8,0,0,0,0,3,670,381
7.3293,132.6,133.8,0,0,0,0,3,672,382
7.3798,132.6,133.8,0,0,0,0,3,671,381
7.4332,132.6,133.8,0,0,0,0,3,669,381
7.4883,132.6,133.8,0,0,0,0,3,671,381
7.5418,132.6,133.8,0,0,0,0,3,669,379
7.595,132.6,133.8,0,0,0,0,3,670,374
7.6482,132.6,133.8,0,0,0,0,3,669,371
7.7012,132.6,133.8,0,0,0,0,3,671,371
7.7545,132.6,133.8,0,0,0,0,3,667,370
7.8076,132.6,133.8,0,0,0,0,3,666,369
7.8609,132.6,133.8,0,0,0,0,3,667,367
7.9146,132.6,133.8,0,0,0,0,3,666,369
7.9671,132.6,133.8,0,0,0,0,3,665,371
8.0205,132.6,133.8,0,0,0,0,3,665,374
8.0758,132.6,133.8,0,0,0,0,3,661,374
8.128,132.6,133.8,0,0,0,0,3,659,371
8.1826,132.6,133.8,0,0,0,0,3,658,372
8.2353,132.6,133.8,0,0,0,0,3,659,373
8.2918,132.6,133.8,0,0,0,0,3,657,370
8.3441,132.6,133.8,0,0,0,0,3,653,364
8.3968,132.6,133.8,0,0,0,0,3,654,365
8.4482,132.6,133.8,0,0,0,0,3,657,372
8.5009,132.6,133.8,0,0,0,0,3,656,371
8.5547,132.6,133.8,0,0,0,0,3,656,377
8.6089,132.6,133.8,0,0,0,0,3,657,371
8.6627,132.6,133.8,0,0,0,0,3,662,377
8.7162,132.6,133.8,0,0,0,0,3,661,378
8.769,132.6,133.8,0,0,0,0,3,662,371
8.8239,132.6,133.8,0,0,0,0,3,664,382
8.8772,132.6,133.8,0,0,0,0,3,659,385
8.9297,132.6,133.8,0,0,0,0,3,658,372
8.9823,132.6,133.8,0,0,0,0,3,659,374
9.0362,132.6,133.8,0,0,0,0,3,660,376
9.0893,132.6,133.8,0,0,0,0,3,657,380
9.1429,132.6,133.8,0,0,0,0,3,657,373
9.1947,132.6,133.8,0,0,0,0,3,666,384
9.2471,132.6,133.8,0,0,0,0,3,669,376
9.2977,132.6,133.8,0,0,0,0,3,672,377
9.3491,132.6,133.8,0,0,0,0,3,676,374
9.4015,132.6,133.8,0,0,0,0,3,680,373
9.4548,132.6,133.8,0,0,0,0,3,678,369
9.5077,132.6,133.8,0,0,0,0,3,678,366
9.5601,132.6,133.8,0,0,0,0,3,677,370
9.6131,132.6,133.8,0,0,0,0,3,676,371
9.6652,132.6,133.8,0,0,0,0,3,673,373
9.7157,132.6,133.8,0,0,0,0,3,673,374
9.7682,132.6,133.8,0,0,0,0,3,671,372
9.8221,132.6,133.8,0,0,0,0,3,667,373
9.8771,132.6,133.8,0,0,0,0,3,642,371
9.9304,132.6,133.8,0,0,0,0,3,615,372
9.9834,132.6,133.8,0,0,0,0,3,592,372
10.0369,132.6,133.8,0,0,0,0,3,575,369
10.0921,132.6,133.8,0,0,0,0,3,570,371
10.1461,132.6,133.8,0,0,0,0,3,556,373
10.1999,132.6,133.8,0,0,0,0,3,556,373
10.2537,132.6,133.8,0,0,0,0,3,550,376
10.3079,132.6,133.8,0,0,0,0,3,553,371
10.3616,132.6,133.8,0,0,0,0,3,570,372
10.4149,132.6,133.8,0,0,0,0,3,630,373
10.4697,132.6,133.8,0,0,0,0,3,654,375
10.5264,132.6,133.8,0,0,0,0,3,662,368
10.5818,132.6,133.8,0,0,0,0,3,664,357
10.6394,132.6,133.8,0,0,0,0,3,688,372
10.6927,132.6,133.8,0,0,0,0,3,700,372
10.7476,132.6,133.8,0,0,0,0,3,708,364
10.8005,132.6,133.8,0,0,0,0,3,723,364
10.8568,132.6,133.8,0,0,0,0,3,746,372
10.9134,132.6,133.8,0,0,0,0,3,752,371
10.9651,132.6,133.8,0,0,0,0,3,748,376
11.0163,132.6,133.8,0,0,0,0,3,751,374
11.0676,132.6,133.8,0,0,0,0,3,721,374
