frame_idx,t_frame_start,t_after_inference,t_first_command,human,bbox_cx,bbox_cy,diff_x,diff_y,pan_step_deg,inference_latency_ms,command_latency_ms,total_software_latency_ms
285,1559.126347,1559.156633,1559.157866,1,292,404,-348,44,-1.2,30.286,1.234,31.52
286,1559.168869,1559.198374,1559.199561,1,293,404,-347,44,-1.2,29.505,1.187,30.692
287,1559.216668,1559.246975,1559.248332,1,297,409,-343,49,-1.2,30.307,1.357,31.664
288,1559.257088,1559.288595,1559.290082,1,302,408,-338,48,-1.2,31.507,1.488,32.994
289,1559.308866,1559.338923,1559.340114,1,302,408,-338,48,-1.2,30.056,1.192,31.248
290,1559.349262,1559.377908,1559.379137,1,300,405,-340,45,-1.2,28.646,1.229,29.875
291,1559.397693,1559.430941,1559.432188,1,300,409,-340,49,-1.2,33.248,1.246,34.495
292,1559.444075,1559.474664,1559.476094,1,304,410,-336,50,-1.2,30.589,1.429,32.019
293,1559.493669,1559.526537,1559.527797,1,304,415,-336,55,-1.2,32.869,1.26,34.129
294,1559.537208,1559.56531,1559.566538,1,318,415,-322,55,-1.2,28.101,1.228,29.329
295,1559.587126,1559.616069,1559.617398,1,321,417,-319,57,-1.2,28.943,1.33,30.273
296,1559.627297,1559.660516,1559.661779,1,316,417,-324,57,-1.2,33.219,1.263,34.482
297,1559.678439,1559.71107,1559.712305,1,327,417,-313,57,-1.2,32.631,1.235,33.866
298,1559.724894,1559.752945,1559.75421,1,332,418,-308,58,-1.2,28.052,1.265,29.316
299,1559.771345,1559.798516,1559.799736,1,331,418,-309,58,-1.2,27.171,1.219,28.39
300,1559.808734,1559.835705,1559.836943,1,331,418,-309,58,-1.2,26.971,1.238,28.209
301,1559.855867,1559.881843,1559.883048,1,328,416,-312,56,-1.2,25.976,1.205,27.18
302,1559.89228,1559.919352,1559.920669,1,330,416,-310,56,-1.2,27.072,1.317,28.389
303,1559.937117,1559.968247,1559.969427,1,330,417,-310,57,-1.2,31.13,1.18,32.31
304,1559.980405,1560.006468,1560.00764,1,331,417,-309,57,-1.2,26.064,1.172,27.235
305,1560.024401,1560.049688,1560.050867,1,332,417,-308,57,-1.2,25.287,1.179,26.466
306,1560.059656,1560.087266,1560.088459,1,330,415,-310,55,-1.2,27.61,1.193,28.803
307,1560.107253,1560.133032,1560.13422,1,332,416,-308,56,-1.2,25.78,1.188,26.968
308,1560.143335,1560.170871,1560.172095,1,330,416,-310,56,-1.2,27.536,1.223,28.76
309,1560.188567,1560.214227,1560.21541,1,329,416,-311,56,-1.2,25.66,1.183,26.843
310,1560.226237,1560.254579,1560.255788,1,330,417,-310,57,-1.2,28.341,1.21,29.551
311,1560.273041,1560.299046,1560.300351,1,328,415,-312,55,-1.2,26.005,1.306,27.31
312,1560.309256,1560.335785,1560.336985,1,326,412,-314,52,-1.2,26.529,1.2,27.729
313,1560.3555,1560.381908,1560.383101,1,328,409,-312,49,-1.2,26.408,1.193,27.602
314,1560.392314,1560.418925,1560.420097,1,328,407,-312,47,-1.2,26.611,1.172,27.783
315,1560.436512,1560.463538,1560.464738,1,329,406,-311,46,-1.2,27.026,1.199,28.226
316,1560.475527,1560.501915,1560.50309,1,329,405,-311,45,-1.2,26.388,1.175,27.563
317,1560.519805,1560.546433,1560.547629,1,329,405,-311,45,-1.2,26.627,1.196,27.824
318,1560.55651,1560.582555,1560.583721,1,328,406,-312,46,-1.2,26.044,1.166,27.21
319,1560.602195,1560.629703,1560.630863,1,328,407,-312,47,-1.2,27.508,1.16,28.668
320,1560.639934,1560.666269,1560.667426,1,326,406,-314,46,-1.2,26.335,1.157,27.492
321,1560.68399,1560.712559,1560.713767,1,327,405,-313,45,-1.2,28.569,1.208,29.777
322,1560.724729,1560.750162,1560.751351,1,327,404,-313,44,-1.2,25.433,1.189,26.622
323,1560.768082,1560.79627,1560.797453,1,327,404,-313,44,-1.2,28.188,1.183,29.371
324,1560.806413,1560.832985,1560.834148,1,329,403,-311,43,-1.2,26.572,1.162,27.735
325,1560.852859,1560.88064,1560.881903,1,329,402,-311,42,-1.2,27.781,1.263,29.044
326,1560.891385,1560.918963,1560.920228,1,330,401,-310,41,-1.2,27.578,1.265,28.843
327,1560.936817,1560.964546,1560.965759,1,330,401,-310,41,-1.2,27.729,1.213,28.942
328,1560.976672,1561.004961,1561.00617,1,330,401,-310,41,-1.2,28.288,1.209,29.497
329,1561.023033,1561.050263,1561.051469,1,329,400,-311,40,-1.2,27.23,1.205,28.436
330,1561.060311,1561.089062,1561.090276,1,330,399,-310,39,-1.2,28.751,1.214,29.965
331,1561.109176,1561.136775,1561.137978,1,329,400,-311,40,-1.2,27.599,1.203,28.802
332,1561.147121,1561.180221,1561.181438,1,329,399,-311,39,-1.2,33.1,1.217,34.318
333,1561.197931,1561.226532,1561.227754,1,329,400,-311,40,-1.2,28.601,1.222,29.823
334,1561.2386,1561.269359,1561.270552,1,328,400,-312,40,-1.2,30.759,1.193,31.951
335,1561.287127,1561.316134,1561.317362,1,329,400,-311,40,-1.2,29.006,1.229,30.235
336,1561.326772,1561.355791,1561.357068,1,329,400,-311,40,-1.2,29.018,1.278,30.296
337,1561.375552,1561.405897,1561.407106,1,328,400,-312,40,-1.2,30.345,1.209,31.554
338,1561.416395,1561.444053,1561.445272,1,328,400,-312,40,-1.2,27.658,1.219,28.876
339,1561.461761,1561.491915,1561.493177,1,329,400,-311,40,-1.2,30.154,1.262,31.417
340,1561.503885,1561.532502,1561.533719,1,329,400,-311,40,-1.2,28.617,1.217,29.834
341,1561.550664,1561.578536,1561.579795,1,329,401,-311,41,-1.2,27.872,1.258,29.13
342,1561.588656,1561.615492,1561.61674,1,328,401,-312,41,-1.2,26.836,1.248,28.084
343,1561.635298,1561.663003,1561.664221,1,328,401,-312,41,-1.2,27.705,1.217,28.922
344,1561.673341,1561.700729,1561.701951,1,330,401,-310,41,-1.2,27.388,1.221,28.609
345,1561.718427,1561.746406,1561.747597,1,330,401,-310,41,-1.2,27.979,1.191,29.17
346,1561.758955,1561.790198,1561.791577,1,330,401,-310,41,-1.2,31.243,1.379,32.622
347,1561.823973,1561.863923,1561.865333,1,328,401,-312,41,-1.2,39.95,1.41,41.36
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,#NAME?
